"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","sig","gene"
"AC027601.1",2.72108728997863e-11,0.149337882769439,0.188,0.415,1.58372722451336e-06,"up","AC027601.1"
"KCNH4",2.72300076482809e-11,0.19357171681098,0.26,0.481,1.58484090514524e-06,"up","KCNH4"
"GHSR",2.74045845546861e-11,0.968533883476881,0.698,0.906,1.59500163025184e-06,"up","GHSR"
"MED12L",2.76960618289838e-11,1.6117610769201,0.76,0.934,1.61196619057052e-06,"up","MED12L"
"PLK2",2.82085669915072e-11,0.984063274965712,0.99,1,1.6417950160397e-06,"up","PLK2"
"ELAVL2",2.96691246299582e-11,0.312819276955083,0.375,0.557,1.72680239171283e-06,"up","ELAVL2"
"AC104118.1",2.97870607797581e-11,0.160291561264598,0.292,0.509,1.73366651150348e-06,"up","AC104118.1"
"NOTCH2NLA",2.9861727875642e-11,0.165294610184767,0.24,0.368,1.73801228581812e-06,"up","NOTCH2NLA"
"AC068385.1",3.10999748223048e-11,0.165975961757197,0.208,0.462,1.81008073460778e-06,"up","AC068385.1"
"AC091167.5",3.17604690609147e-11,0.169662817076562,0.146,0.33,1.84852282028336e-06,"up","AC091167.5"
"ITM2A",3.26076432998817e-11,1.47021861049625,0.656,0.811,1.89783005533971e-06,"up","ITM2A"
"AL645608.7",3.26404715224843e-11,0.194547533943581,0.156,0.415,1.89974072355163e-06,"up","AL645608.7"
"CD86",3.34368809034237e-11,0.190538258083655,0.146,0.387,1.94609334234106e-06,"up","CD86"
"MGAT4D",3.3606391677979e-11,0.225914307378933,0.229,0.33,1.95595920844173e-06,"up","MGAT4D"
"DAND5",3.48166482782497e-11,0.364878364857744,0.354,0.679,2.02639856309069e-06,"up","DAND5"
"GRIK1-AS1",3.48438402741593e-11,0.164212513706844,0.125,0.349,2.02798119163662e-06,"up","GRIK1-AS1"
"LINC01902",3.50440594757268e-11,1.04342730664065,0.688,0.642,2.03963434960625e-06,"up","LINC01902"
"AC007218.3",3.53337759780363e-11,0.213780883703096,0.292,0.462,2.05649642947367e-06,"up","AC007218.3"
"AC012066.2",3.54226370587796e-11,0.166083185006412,0.156,0.368,2.06166832209509e-06,"up","AC012066.2"
"AC130324.3",3.59794019206018e-11,0.159933134095779,0.177,0.321,2.09407315058287e-06,"up","AC130324.3"
"NDST3",3.6456375266036e-11,0.574231927739538,0.458,0.566,2.12183395323383e-06,"up","NDST3"
"TLR2",3.68148689458547e-11,0.1570794938655,0.188,0.453,2.14269900238664e-06,"up","TLR2"
"SMIM10L2B-AS1",3.68599953348495e-11,0.417294546448529,0.281,0.349,2.14532544847891e-06,"up","SMIM10L2B-AS1"
"ITGAX",3.70003747236806e-11,0.175832041044518,0.177,0.34,2.15349580966766e-06,"up","ITGAX"
"ZNF804A",3.79756881811093e-11,1.22103893729952,0.635,0.736,2.21026100351692e-06,"up","ZNF804A"
"KLHL7",3.83717705083386e-11,1.11326125583323,0.917,1,2.23331378712632e-06,"up","KLHL7"
"AC022001.3",3.84659075528778e-11,0.212542367063523,0.177,0.415,2.2387927513926e-06,"up","AC022001.3"
"TMEM143",3.86012422334108e-11,1.19461731333546,0.76,0.962,2.24666950046898e-06,"up","TMEM143"
"AL844892.2",3.91561846068871e-11,0.219473469614977,0.167,0.377,2.27896825649004e-06,"up","AL844892.2"
"AC124069.1",4.13598584217463e-11,0.224396599399401,0.188,0.349,2.40722647986248e-06,"up","AC124069.1"
"AL138916.2",4.14903637316093e-11,0.167357555677507,0.177,0.264,2.41482214990713e-06,"up","AL138916.2"
"OR10H1",4.21882703575928e-11,0.176005740059564,0.177,0.396,2.45544171135262e-06,"up","OR10H1"
"AL022337.1",4.45458682776916e-11,0.330780059723987,0.385,0.509,2.59265862549821e-06,"up","AL022337.1"
"AC106881.1",4.45968594075867e-11,0.975171058997844,0.656,0.679,2.59562641124036e-06,"up","AC106881.1"
"AL078604.2",4.51914549829714e-11,0.219282378725927,0.167,0.349,2.6302330629189e-06,"up","AL078604.2"
"EFEMP1",4.55849300439836e-11,0.537763434683038,0.406,0.66,2.65313409841993e-06,"up","EFEMP1"
"AL355538.1",4.62771858329721e-11,0.153315974640311,0.167,0.387,2.69342476985064e-06,"up","AL355538.1"
"FRAS1",4.70429269763872e-11,1.30899323468068,0.792,0.925,2.73799243587969e-06,"up","FRAS1"
"FOXA3",4.71086343438848e-11,-1.02009677584552,0.708,0.972,2.74181673608278e-06,"down","FOXA3"
"AL034550.3",4.80187625302898e-11,0.246473150389321,0.219,0.274,2.79478801678793e-06,"up","AL034550.3"
"AP001453.2",4.97978862781597e-11,0.14216994291256,0.177,0.368,2.89833657716145e-06,"up","AP001453.2"
"MYO1A",5.03280168850673e-11,0.300855082524436,0.177,0.349,2.92919123874469e-06,"up","MYO1A"
"CNTN5",5.06002329533921e-11,1.92783293472946,0.927,0.953,2.94503475835333e-06,"up","CNTN5"
"ALKAL1",5.24702228189784e-11,0.182331714551514,0.167,0.377,3.05387190851018e-06,"up","ALKAL1"
"Z82206.1",5.29990406020521e-11,0.235339567235576,0.219,0.34,3.08465016112064e-06,"up","Z82206.1"
"AC092111.2",5.32443732963749e-11,0.15741449884062,0.156,0.33,3.09892901459561e-06,"up","AC092111.2"
"AC079117.2",5.49360451419033e-11,0.164949189461498,0.188,0.406,3.19738769934905e-06,"up","AC079117.2"
"AC116158.1",5.62258342488609e-11,0.156348210001309,0.188,0.377,3.2724560049522e-06,"up","AC116158.1"
"AC009041.2",5.72877428339598e-11,0.26635118427781,0.281,0.396,3.33426120842213e-06,"up","AC009041.2"
"AC090425.2",5.83878142234486e-11,0.13819922167286,0.156,0.302,3.39828756343316e-06,"up","AC090425.2"
"AL137246.1",5.90178971452782e-11,0.145535065819347,0.146,0.292,3.43495964964948e-06,"up","AL137246.1"
"AC127540.1",5.95087120459376e-11,0.183699566264802,0.167,0.321,3.46352605849766e-06,"up","AC127540.1"
"DAB1",6.0535618773757e-11,1.44303344379675,0.885,0.906,3.5232940838702e-06,"up","DAB1"
"AC023483.1",6.06324159201255e-11,0.177305413508722,0.135,0.283,3.52892787138314e-06,"up","AC023483.1"
"PCDHGB3",6.25259683576922e-11,0.369937097063931,0.312,0.443,3.6391364103544e-06,"up","PCDHGB3"
"TNN",6.52057125262266e-11,0.195059251657112,0.198,0.349,3.79510288045144e-06,"up","TNN"
"AC099518.6",6.54498318224711e-11,0.225925798223549,0.229,0.434,3.80931111173146e-06,"up","AC099518.6"
"CCDC82",6.73904680523272e-11,0.982188609083864,0.948,0.991,3.92226002158155e-06,"up","CCDC82"
"AC007687.1",6.86614552350436e-11,0.199066113774697,0.208,0.311,3.99623401759001e-06,"up","AC007687.1"
"MINAR2",6.90128582117867e-11,0.173290639730373,0.135,0.321,4.01668637364241e-06,"up","MINAR2"
"AC002550.2",6.92121924731386e-11,0.194670477142574,0.24,0.443,4.02828802632162e-06,"up","AC002550.2"
"PCDH8",6.98939776780755e-11,0.290586002801976,0.365,0.613,4.06796928881935e-06,"up","PCDH8"
"AC100861.1",7.1035370232344e-11,0.155331687333201,0.167,0.321,4.13440061826288e-06,"up","AC100861.1"
"AC104383.2",7.21539847517849e-11,0.253247364280016,0.25,0.302,4.19950622052338e-06,"up","AC104383.2"
"AC016885.1",7.28782408858629e-11,0.139958060607929,0.104,0.311,4.241659376039e-06,"up","AC016885.1"
"AL359881.1",7.38317068392855e-11,0.237614729194982,0.229,0.415,4.2971530014601e-06,"up","AL359881.1"
"AL591163.1",7.38738334838251e-11,0.159792844963682,0.156,0.34,4.29960485642559e-06,"up","AL591163.1"
"SHC4",7.54294439757801e-11,0.574265847647186,0.573,0.821,4.39014449827836e-06,"up","SHC4"
"AL138820.1",7.61140622354249e-11,0.264953721908571,0.396,0.528,4.4299906502262e-06,"up","AL138820.1"
"CHRNB4",7.66102059244326e-11,0.294002922573439,0.417,0.519,4.45886720521383e-06,"up","CHRNB4"
"AL121829.2",7.82817840821147e-11,0.17540812919259,0.188,0.434,4.55615639714724e-06,"up","AL121829.2"
"AC005786.2",8.13814955172032e-11,0.217381055744373,0.146,0.264,4.73656580209226e-06,"up","AC005786.2"
"AC011939.3",8.35801485205625e-11,0.189936119843979,0.188,0.358,4.86453180419378e-06,"up","AC011939.3"
"AC110615.1",8.41323529129319e-11,0.306391584848368,0.344,0.472,4.89667120423846e-06,"up","AC110615.1"
"CARHSP1",8.72910918270161e-11,-0.870301177093602,0.885,1,5.08051612651599e-06,"down","CARHSP1"
"AL591848.4",8.82783802996049e-11,0.201154043080351,0.281,0.462,5.13797829019761e-06,"up","AL591848.4"
"ZFP82",8.93213775190927e-11,0.806917702642535,0.885,0.972,5.19868281436623e-06,"up","ZFP82"
"KAT2B",8.95229990457708e-11,1.10954568956539,0.979,0.991,5.21041759046195e-06,"up","KAT2B"
"SMPDL3A",8.96551521019133e-11,-0.735911249845282,0.927,1,5.21810916263556e-06,"down","SMPDL3A"
"AGBL5-AS1",9.02061803400732e-11,0.171414748585479,0.167,0.368,5.25018010815294e-06,"up","AGBL5-AS1"
"SEMA3D",9.1454098651129e-11,0.311398876935042,0.26,0.425,5.32281144969301e-06,"up","SEMA3D"
"FLJ45513",9.45136338452569e-11,0.171953392783581,0.26,0.368,5.50088251706164e-06,"up","FLJ45513"
"AC010601.1",9.49014943480267e-11,0.292382269600372,0.25,0.292,5.52345677404385e-06,"up","AC010601.1"
"AL731566.2",9.52838542850627e-11,0.292861359079005,0.292,0.443,5.54571088709922e-06,"up","AL731566.2"
"MST1R",9.53540881255807e-11,0.135057734972252,0.229,0.5,5.54979863708505e-06,"up","MST1R"
"AL645608.8",9.59974402272435e-11,0.179546020314765,0.24,0.434,5.58724301610602e-06,"up","AL645608.8"
"AC009159.2",9.62072373055627e-11,0.16066031157684,0.167,0.349,5.59945362565836e-06,"up","AC009159.2"
"AL032819.1",9.63340491933897e-11,0.153111966899663,0.146,0.311,5.60683433115366e-06,"up","AL032819.1"
"AC027607.1",9.76302453091609e-11,0.150918829101774,0.146,0.387,5.68227553748378e-06,"up","AC027607.1"
"AC092756.1",9.96434807185392e-11,0.203639322362184,0.156,0.368,5.79944986478042e-06,"up","AC092756.1"
"AC090970.2",1.04590512990742e-10,0.346170150199507,0.219,0.415,6.08737703708715e-06,"up","AC090970.2"
"RSF1-IT1",1.04845666262558e-10,0.178723155341135,0.271,0.538,6.10222746781341e-06,"up","RSF1-IT1"
"SEMA3G",1.05266246012778e-10,0.213396667296712,0.198,0.415,6.12670605043572e-06,"up","SEMA3G"
"KBTBD12",1.06046492292456e-10,0.227609821011897,0.229,0.519,6.17211794440552e-06,"up","KBTBD12"
"KLHL34",1.08066481867216e-10,0.716546160896757,0.729,0.858,6.28968537763569e-06,"up","KLHL34"
"AC107398.3",1.09977010552588e-10,0.137844069193625,0.26,0.321,6.4008819681817e-06,"up","AC107398.3"
"AL355102.1",1.10901102361401e-10,0.158365069033522,0.156,0.34,6.45466595963829e-06,"up","AL355102.1"
"PCDHB12",1.11550077350078e-10,0.451094587298508,0.625,0.858,6.49243760192922e-06,"up","PCDHB12"
"AL590440.2",1.151943384356e-10,0.193856986444431,0.26,0.472,6.70454088562879e-06,"up","AL590440.2"
"AC090617.3",1.15773556884256e-10,0.177626107027979,0.167,0.349,6.73825255777747e-06,"up","AC090617.3"
"AL512652.1",1.17619974041036e-10,0.228415799262008,0.292,0.472,6.8457177291364e-06,"up","AL512652.1"
"AC010641.2",1.19040052397024e-10,0.183320206614474,0.26,0.434,6.92836912961162e-06,"up","AC010641.2"
"AC005586.2",1.20802257699437e-10,0.200957531703473,0.281,0.434,7.03093300262264e-06,"up","AC005586.2"
"AL449403.1",1.23035302872614e-10,0.184012366316436,0.177,0.358,7.16090069779187e-06,"up","AL449403.1"
"LINC01393",1.23596398252635e-10,0.251803401201186,0.219,0.302,7.19355757109988e-06,"up","LINC01393"
"AC073270.1",1.25992743752988e-10,0.186661502819254,0.208,0.415,7.33302967191139e-06,"up","AC073270.1"
"SSMEM1",1.27464268369719e-10,0.247831880891638,0.167,0.311,7.41867534765437e-06,"up","SSMEM1"
"STEAP2",1.28625659107824e-10,0.9992708746065,0.917,0.981,7.48627061139356e-06,"up","STEAP2"
"LINC01538",1.3099453266501e-10,0.18792683497404,0.188,0.274,7.6241437901689e-06,"up","LINC01538"
"LINC02289",1.33826289695397e-10,0.248247148530086,0.156,0.264,7.78895771285151e-06,"up","LINC02289"
"AL445228.2",1.34612542555644e-10,0.13933801686221,0.135,0.358,7.83471920182359e-06,"up","AL445228.2"
"AC100803.2",1.36542911758044e-10,0.365295582806153,0.323,0.453,7.94707055014169e-06,"up","AC100803.2"
"LINC02078",1.43175190959746e-10,0.150760237422473,0.115,0.311,8.33308246423911e-06,"up","LINC02078"
"LINC00691",1.4377362696288e-10,0.388179312164019,0.323,0.594,8.36791263649354e-06,"up","LINC00691"
"LINC02832",1.47541321372065e-10,0.156332608953565,0.135,0.368,8.58719998649691e-06,"up","LINC02832"
"UBXN2B",1.4810658383828e-10,1.10637398484081,0.896,0.981,8.62009939255555e-06,"up","UBXN2B"
"AL591848.3",1.49534640548907e-10,0.146098626449658,0.104,0.368,8.70321514922747e-06,"up","AL591848.3"
"AL121906.2",1.49607232241753e-10,0.192398092614436,0.188,0.453,8.70744013093453e-06,"up","AL121906.2"
"AC080013.4",1.51168411386252e-10,0.156754334762546,0.156,0.264,8.79830387950262e-06,"up","AC080013.4"
"AL592071.1",1.51978696295064e-10,0.169611181975929,0.198,0.396,8.84546408176531e-06,"up","AL592071.1"
"MSTN",1.53966903548989e-10,0.137402728864116,0.135,0.368,8.96118172035827e-06,"up","MSTN"
"JADRR",1.54349236747688e-10,0.214442901214897,0.219,0.377,8.98343427718892e-06,"up","JADRR"
"AC232271.3",1.5505271426948e-10,0.154304466153427,0.177,0.443,9.02437807591226e-06,"up","AC232271.3"
"AP000962.1",1.55072272915842e-10,0.351600504405723,0.25,0.274,9.02551642824785e-06,"up","AP000962.1"
"AC135178.6",1.56128280599735e-10,0.137616583356943,0.24,0.5,9.08697818746575e-06,"up","AC135178.6"
"PCARE",1.58545220244495e-10,0.198155771199212,0.208,0.443,9.22764890867009e-06,"up","PCARE"
"TRIM22",1.58639010931484e-10,0.49494239758255,0.469,0.689,9.23310771423422e-06,"up","TRIM22"
"OCLM",1.60230434993975e-10,0.164887856507982,0.135,0.274,9.32573177751934e-06,"up","OCLM"
"AL157937.1",1.61356830707804e-10,0.182900571465001,0.229,0.434,9.3912902608556e-06,"up","AL157937.1"
"ZNF660",1.63224792253707e-10,1.03960384691138,0.854,0.953,9.50000935875025e-06,"up","ZNF660"
"AC010132.4",1.66381100055788e-10,0.22095150160801,0.25,0.425,9.683712785447e-06,"up","AC010132.4"
"TRBV26OR9-2",1.67146672037253e-10,0.187243194355346,0.135,0.274,9.72827060591222e-06,"up","TRBV26OR9-2"
"AC097713.3",1.68318178221235e-10,0.163621915241284,0.146,0.255,9.79645460883234e-06,"up","AC097713.3"
"ITIH5",1.6849761686289e-10,1.06808983262512,0.74,0.887,9.80689829665395e-06,"up","ITIH5"
"GOLGA8A",1.68896757836064e-10,1.13076964611374,0.875,0.981,9.83012909957457e-06,"up","GOLGA8A"
"AC012443.2",1.69163426285625e-10,0.213337950866551,0.198,0.358,9.84564973667597e-06,"up","AC012443.2"
"AL450327.1",1.71964412740269e-10,0.159898913078115,0.146,0.358,1.00086727503091e-05,"up","AL450327.1"
"IGDCC4",1.73932209192248e-10,0.35381890494561,0.312,0.519,1.01232024394072e-05,"up","IGDCC4"
"AC006116.9",1.75065207213725e-10,0.141839727238671,0.135,0.311,1.01891451902532e-05,"up","AC006116.9"
"NALT1",1.75696086755057e-10,0.145022256546002,0.177,0.349,1.02258636413178e-05,"up","NALT1"
"CYP17A1",1.7804860617231e-10,0.134315812677766,0.156,0.349,1.03627849764408e-05,"up","CYP17A1"
"AC131159.2",1.80103027067032e-10,0.182469714725805,0.312,0.425,1.04823563813554e-05,"up","AC131159.2"
"AL590822.3",1.81038316082988e-10,0.147273869257055,0.167,0.434,1.0536792072662e-05,"up","AL590822.3"
"AL365181.1",1.8127109964224e-10,0.167479629404502,0.135,0.274,1.05503405413777e-05,"up","AL365181.1"
"MYB",1.85458691887562e-10,0.162038592214175,0.115,0.34,1.07940667852399e-05,"up","MYB"
"TAS2R19",1.85764851727629e-10,0.173201416706065,0.198,0.396,1.08118859002515e-05,"up","TAS2R19"
"ARMCX3-AS1",1.86536873291085e-10,0.308780644806378,0.229,0.377,1.08568190992877e-05,"up","ARMCX3-AS1"
"CMTM7",1.89438769770703e-10,0.876457966640265,0.885,0.972,1.10257152781945e-05,"up","CMTM7"
"AL357078.2",1.91977227283796e-10,0.173192306359883,0.177,0.321,1.11734585823715e-05,"up","AL357078.2"
"AC074029.3",1.93242986596362e-10,0.132446137093859,0.146,0.387,1.12471283058815e-05,"up","AC074029.3"
"HTR3E",1.93283671662764e-10,0.177572473814337,0.219,0.5,1.12494962581162e-05,"up","HTR3E"
"AC103740.1",1.97901168469947e-10,0.147806669685539,0.146,0.415,1.15182438072878e-05,"up","AC103740.1"
"AC104076.1",1.99352747379236e-10,0.189841639685044,0.167,0.33,1.16027286029663e-05,"up","AC104076.1"
"SLC35G6",2.01072860491532e-10,0.157532445508635,0.115,0.264,1.17028426263281e-05,"up","SLC35G6"
"TAC3",2.01523271797863e-10,0.187207310034532,0.25,0.387,1.17290574651792e-05,"up","TAC3"
"AC090377.1",2.03210208985713e-10,0.209178668627549,0.135,0.264,1.18272405833864e-05,"up","AC090377.1"
"PLK5",2.03580079361757e-10,0.146524387724218,0.156,0.377,1.1848767779013e-05,"up","PLK5"
"AL136980.1",2.05660711791642e-10,0.195024744439775,0.302,0.528,1.19698647476971e-05,"up","AL136980.1"
"AC011337.1",2.11206258427361e-10,0.181760006457418,0.24,0.443,1.22926266529893e-05,"up","AC011337.1"
"MGARP",2.12330540742224e-10,0.933485470356337,0.75,0.868,1.23580621322789e-05,"up","MGARP"
"AL161662.1",2.13161553508406e-10,0.158051174761217,0.167,0.292,1.24064287372962e-05,"up","AL161662.1"
"AC009065.3",2.18077615962484e-10,0.185484521762431,0.188,0.396,1.26925534042485e-05,"up","AC009065.3"
"CD37",2.26786873773897e-10,0.249254726291105,0.26,0.443,1.31994496273884e-05,"up","CD37"
"LINC01865",2.29022376097677e-10,0.36924186109807,0.198,0.274,1.3329560333637e-05,"up","LINC01865"
"C4BPA",2.30415468958744e-10,0.264877659005882,0.271,0.462,1.34106411243368e-05,"up","C4BPA"
"AC105150.1",2.30622845196169e-10,0.199908174239815,0.323,0.509,1.34227108361074e-05,"up","AC105150.1"
"AC073283.2",2.34246736402885e-10,0.151881788149994,0.146,0.264,1.36336285521207e-05,"up","AC073283.2"
"DCTN1-AS1",2.34265206585439e-10,0.436982231125178,0.208,0.311,1.36347035536857e-05,"up","DCTN1-AS1"
"AL049795.1",2.34746515266925e-10,0.282156103569583,0.323,0.509,1.36627166815656e-05,"up","AL049795.1"
"ADAMTS5",2.35784669256542e-10,1.04744187762735,0.833,0.943,1.37231393200693e-05,"up","ADAMTS5"
"AC018926.1",2.36284948481572e-10,0.152778670336246,0.271,0.434,1.37522565715245e-05,"up","AC018926.1"
"AL138889.1",2.39231706928788e-10,0.186980697301964,0.125,0.264,1.39237638066693e-05,"up","AL138889.1"
"AC007601.1",2.41938346908936e-10,0.155219893196961,0.26,0.434,1.40812956667939e-05,"up","AC007601.1"
"AL645634.2",2.52245992118966e-10,0.197028331534179,0.167,0.292,1.4681221233308e-05,"up","AL645634.2"
"KLF10",2.54905063326314e-10,0.823001265377197,0.979,0.991,1.48359844957181e-05,"up","KLF10"
"LINC02082",2.61700367021719e-10,0.955280155326005,0.667,0.66,1.52314847613981e-05,"up","LINC02082"
"OR6C75",2.62083367464645e-10,0.155746732044684,0.156,0.321,1.52537761531773e-05,"up","OR6C75"
"LINC02301",2.6337284516078e-10,0.150503876800165,0.188,0.358,1.53288263340477e-05,"up","LINC02301"
"AC004490.1",2.6699766445404e-10,0.157215860511173,0.146,0.358,1.5539798066554e-05,"up","AC004490.1"
"PKMYT1",2.67768039245168e-10,0.128455054102849,0.24,0.453,1.55846354201472e-05,"up","PKMYT1"
"RWDD2B",2.685648559484e-10,1.00408594544523,0.948,0.991,1.56310117459088e-05,"up","RWDD2B"
"AC100812.1",2.70879518664658e-10,0.169311674148194,0.344,0.519,1.57657297453204e-05,"up","AC100812.1"
"IL19",2.73604909077529e-10,0.330537696103082,0.365,0.5,1.59243529181304e-05,"up","IL19"
"AC011479.3",2.73733003565646e-10,0.152694823835935,0.208,0.368,1.59318082735277e-05,"up","AC011479.3"
"ETV1",2.77542519897441e-10,1.12718631699343,0.948,1,1.61535297430709e-05,"up","ETV1"
"KCNJ2-AS1",2.78774970833029e-10,0.653971136116668,0.708,0.887,1.6225260852424e-05,"up","KCNJ2-AS1"
"ABCA8",2.7880274951135e-10,0.141172371889748,0.26,0.453,1.62268776270596e-05,"up","ABCA8"
"REEP1",2.80697120515046e-10,0.882960487269585,0.865,0.991,1.63371338082167e-05,"up","REEP1"
"C11orf45",2.8076569880603e-10,0.115284862782381,0.135,0.368,1.63411252019086e-05,"up","C11orf45"
"AL353648.1",2.81696178770091e-10,0.155592899665882,0.25,0.415,1.63952809967768e-05,"up","AL353648.1"
"AC021491.2",2.82446266590137e-10,0.137858244589908,0.156,0.368,1.64389376080792e-05,"up","AC021491.2"
"PCDHB9",2.88733022913641e-10,0.541307430032529,0.708,0.887,1.68048393996198e-05,"up","PCDHB9"
"AL590133.2",2.89548014682074e-10,0.142944378659625,0.156,0.321,1.68522735505261e-05,"up","AL590133.2"
"AC105383.1",2.89883153109766e-10,0.658854880132361,0.573,0.632,1.68717792772946e-05,"up","AC105383.1"
"AL139099.1",2.91635247684405e-10,0.246720477661766,0.375,0.557,1.69737546857278e-05,"up","AL139099.1"
"AC073569.3",2.91712304857966e-10,0.148719994558064,0.135,0.311,1.69782395673434e-05,"up","AC073569.3"
"KIAA1614",2.92855440903714e-10,0.934446705412288,0.802,0.887,1.7044772371478e-05,"up","KIAA1614"
"NOD2",2.95777828067145e-10,0.158495944548501,0.115,0.264,1.7214861149164e-05,"up","NOD2"
"EIPR1-IT1",2.97840162381495e-10,0.152815067042761,0.135,0.264,1.73348931309278e-05,"up","EIPR1-IT1"
"AC010857.1",3.00648068633701e-10,0.174747468270857,0.146,0.358,1.74983188906187e-05,"up","AC010857.1"
"EFNB3",3.01208392928595e-10,0.862196549192939,0.854,0.972,1.75309308852301e-05,"up","EFNB3"
"AC007375.3",3.07382598827125e-10,0.192183822254335,0.188,0.311,1.78902820169364e-05,"up","AC007375.3"
"AC113139.1",3.08929785248954e-10,0.159359930239278,0.24,0.491,1.79803313610596e-05,"up","AC113139.1"
"AC007272.1",3.09541740859592e-10,0.16064249508826,0.167,0.368,1.801594840151e-05,"up","AC007272.1"
"RASL12",3.12315016719804e-10,0.206659745921709,0.24,0.519,1.8177358603126e-05,"up","RASL12"
"AC005954.2",3.18392938452046e-10,0.177549798010641,0.156,0.274,1.8531105803786e-05,"up","AC005954.2"
"AL121772.3",3.21633062543477e-10,0.182521546527635,0.156,0.34,1.87196875061555e-05,"up","AL121772.3"
"ANKRD18B",3.2409676780953e-10,0.271118281438977,0.354,0.594,1.88630800800502e-05,"up","ANKRD18B"
"AC244093.4",3.26191629844517e-10,0.195527541653864,0.25,0.472,1.89850052402106e-05,"up","AC244093.4"
"AL359208.1",3.26368921633091e-10,0.426211643960937,0.271,0.283,1.89953239768892e-05,"up","AL359208.1"
"METAP1D",3.33137484821573e-10,0.818558852572741,0.76,0.906,1.93892678915852e-05,"up","METAP1D"
"LINC01949",3.33419864008033e-10,0.183496293074509,0.219,0.377,1.94057029249955e-05,"up","LINC01949"
